ListingID,host_id,host_total_listings_count,priceUSD,weekly_priceUSD,monthly_priceUSD,security_depositUSD,cleaning_feeUSD,guests_included,extra_peopleUSD,number_of_reviews,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,reviews_per_month,ScrapedID,minimum_nights,maximum_nights,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,require_guest_profile_picture,require_guest_phone_verification,cancellation_ID
8054892,74305,34,215,,,,105,1,0,3,10/20/2015,12/13/2015,100,10,10,10,10,10,10,1.17,2.02E+13,2,365,today,t,23,50,72,157,t,t,CP_002
8691263,42446972,1,188,1200,4300,200,50,2,20,20,10/20/2015,1/1/2016,96,9,10,10,10,10,10,7.79,2.02E+13,1,1125,today,t,13,37,54,86,f,f,CP_002
8443258,4308027,3,169,1100,4800,,20,4,30,4,10/20/2015,11/22/2015,95,10,10,10,10,10,10,1.56,2.02E+13,1,1125,a week ago,t,30,60,90,336,f,f,CP_002
8684315,45601796,1,78,510,1890,,20,1,0,9,10/20/2015,1/3/2016,100,10,10,10,10,10,10,3.51,2.02E+13,1,1125,today,t,8,33,63,338,f,f,CP_003
6495424,33953025,1,75,,,,,2,50,1,10/20/2015,10/20/2015,100,10,10,10,10,10,10,0.39,2.02E+13,1,4,a week ago,t,20,50,80,355,f,f,CP_003
8611952,430709,36,195,,,,209,1,0,1,10/20/2015,10/20/2015,100,10,10,10,10,10,10,0.39,2.02E+13,2,1125,today,t,0,0,0,216,t,t,CP_002
8939306,26967583,21,41,,,500,10,1,15,14,10/21/2015,12/12/2015,93,9,9,10,10,9,9,5.53,2.02E+13,1,1125,today,t,23,53,83,358,f,f,CP_002
8103365,12707568,1,150,850,,,35,1,0,1,10/21/2015,10/21/2015,80,8,10,10,10,10,8,0.39,2.02E+13,3,15,3 months ago,t,0,0,0,103,f,f,CP_001
8805211,8534462,48,219,1350,4500,300,60,2,20,1,10/21/2015,10/21/2015,100,10,10,10,10,10,10,0.39,2.02E+13,2,1125,a week ago,t,27,57,87,145,t,t,CP_002
7096547,21574650,2,135,900,3500,200,90,1,0,1,10/21/2015,10/21/2015,100,10,10,10,10,10,10,0.39,2.02E+13,3,1125,today,t,30,60,82,82,f,f,CP_003
8737284,27628925,2,65,350,1200,,15,2,15,3,10/21/2015,10/27/2015,93,9,8,10,10,9,10,1.18,2.02E+13,2,1125,today,t,8,31,31,220,f,f,CP_001
8683011,1744441,1,85,,,,,0,0,6,10/21/2015,12/7/2015,97,10,10,10,9,10,10,2.37,2.02E+13,1,1125,2 months ago,t,22,44,72,347,f,f,CP_001
8054902,4071088,1,100,,,200,89,4,20,10,10/21/2015,12/23/2015,98,10,10,10,10,10,10,3.95,2.02E+13,2,30,today,t,19,49,79,329,f,f,CP_002
8743202,5435488,1,55,475,1600,,15,1,10,4,10/22/2015,12/9/2015,100,10,10,10,10,10,10,1.6,2.02E+13,1,1125,5 weeks ago,t,26,56,85,85,f,f,CP_002
8859380,3792761,5,300,,,500,125,1,0,6,10/24/2015,1/2/2016,100,10,10,10,10,10,10,2.47,2.02E+13,2,1125,4 days ago,t,24,54,84,356,f,f,CP_001
8174285,1224813,4,95,,,300,75,2,25,1,10/24/2015,10/24/2015,80,8,8,10,10,10,8,0.41,2.02E+13,5,60,2 weeks ago,t,2,32,62,337,f,f,CP_002
5691933,430709,36,425,,,,229,1,0,2,10/24/2015,11/8/2015,90,10,10,9,10,9,9,0.82,2.02E+13,3,1125,today,t,23,50,77,314,t,t,CP_002
8919070,46642481,1,30,,,,,1,0,4,10/24/2015,11/20/2015,95,10,10,10,10,10,10,1.64,2.02E+13,1,3,2 months ago,t,28,58,88,363,f,f,CP_003
8925878,40335071,2,150,950,2950,,50,2,25,2,10/25/2015,12/18/2015,100,10,10,10,10,10,10,0.83,2.02E+13,2,365,2 weeks ago,t,16,46,76,351,f,f,CP_001
8956631,35961304,6,90,,,250,65,2,20,13,10/25/2015,12/16/2015,95,10,10,10,10,10,10,5.42,2.02E+13,1,1125,today,t,14,34,64,92,f,f,CP_002
8409750,32522941,1,183,,,150,100,1,0,7,10/25/2015,12/29/2015,100,10,10,10,10,10,10,2.92,2.02E+13,2,1125,today,t,9,20,29,206,f,f,CP_002
9013210,12033608,1,60,,,,,1,0,3,10/25/2015,11/23/2015,100,10,10,10,10,9,10,1.25,2.02E+13,1,10,today,t,24,54,84,359,f,f,CP_003
8967776,46865668,1,80,,,,,1,0,9,10/25/2015,12/13/2015,93,10,10,10,10,10,10,3.75,2.02E+13,1,1125,2 weeks ago,t,0,0,0,52,f,f,CP_003
7534398,39472587,1,69,350,1250,,,2,15,8,10/26/2015,12/21/2015,100,10,10,10,10,10,10,3.38,2.02E+13,1,1125,3 days ago,t,1,4,34,114,f,f,CP_001
8939433,26967583,21,43,,,500,10,1,15,12,10/26/2015,12/21/2015,87,10,9,9,10,9,10,5.07,2.02E+13,1,1125,3 days ago,t,10,29,59,334,f,f,CP_002
8866960,23635078,1,55,300,,,,1,0,3,10/26/2015,12/22/2015,90,10,10,10,10,10,10,1.27,2.02E+13,2,1125,today,t,5,5,5,62,f,f,CP_001
8958290,2152222,1,39,350,1092,,,1,15,2,10/26/2015,12/6/2015,100,10,10,10,9,10,10,0.85,2.02E+13,2,1125,2 days ago,t,17,29,59,148,f,f,CP_002
8152764,9951683,2,99,525,,,,2,10,1,10/26/2015,10/26/2015,100,10,10,10,10,10,10,0.42,2.02E+13,1,1125,yesterday,t,5,12,23,135,f,f,CP_003
8571518,24464339,2,106,650,,300,100,1,0,4,10/27/2015,12/13/2015,100,8,10,10,10,10,10,1.71,2.02E+13,2,1125,3 days ago,t,5,5,13,90,f,f,CP_003
6977095,10571217,3,249,1599,4999,449,100,1,0,2,10/27/2015,11/27/2015,100,10,10,10,10,10,10,0.86,2.02E+13,2,1125,today,t,6,36,58,276,f,f,CP_002
8117705,42865055,1,67,,,,30,1,0,2,10/27/2015,11/14/2015,100,10,10,10,10,10,10,0.86,2.02E+13,1,1125,2 weeks ago,t,2,2,2,17,f,f,CP_003
8817038,3656709,1,85,488,1899,100,,4,10,12,10/28/2015,12/28/2015,97,10,10,10,10,10,10,5.22,2.02E+13,2,45,yesterday,t,3,25,48,114,f,f,CP_003
9091301,47402064,1,50,,,,,1,0,3,10/28/2015,11/23/2015,87,9,10,10,10,9,9,1.3,2.02E+13,1,1125,6 weeks ago,t,0,0,2,216,f,f,CP_003
7110923,3787979,2,196,1100,3800,350,90,6,30,10,10/28/2015,1/2/2016,98,10,10,10,10,10,10,4.35,2.02E+13,2,1125,4 days ago,t,2,32,56,88,f,f,CP_002
7263506,38027634,1,85,500,,350,20,2,20,6,10/29/2015,12/17/2015,100,10,10,10,10,10,10,2.65,2.02E+13,1,1125,5 days ago,t,16,46,76,336,f,f,CP_001
8926188,44312115,2,125,825,2950,,50,2,25,7,10/29/2015,12/14/2015,94,9,10,10,10,10,9,3.09,2.02E+13,2,365,2 weeks ago,t,27,54,84,359,f,f,CP_001
8633733,11268592,1,67,625,,100,20,1,0,4,10/29/2015,12/30/2015,95,10,10,9,10,10,10,1.76,2.02E+13,1,1125,3 days ago,t,21,51,81,274,f,f,CP_001
8067001,7448641,1,90,750,2500,1200,,1,0,1,10/30/2015,10/30/2015,100,6,10,10,10,10,10,0.45,2.02E+13,7,90,3 weeks ago,t,0,0,0,105,f,f,CP_003
9097503,38463938,1,85,,,100,,2,85,7,10/30/2015,12/21/2015,83,10,8,10,9,10,8,3.13,2.02E+13,1,1125,4 weeks ago,t,0,0,16,291,f,f,CP_003
9110730,8523373,1,75,,,,35,1,0,5,10/30/2015,12/18/2015,96,10,10,10,10,10,10,2.24,2.02E+13,1,1125,5 weeks ago,t,21,45,74,74,f,f,CP_001
8608525,36057637,4,119,700,,150,45,1,0,1,10/30/2015,10/30/2015,100,10,10,10,10,10,10,0.45,2.02E+13,2,1125,today,t,25,55,84,142,f,f,CP_003
9074837,7182858,1,100,,,,,1,0,3,10/30/2015,12/11/2015,100,10,10,10,10,10,10,1.34,2.02E+13,1,1125,4 weeks ago,t,0,0,0,247,f,f,CP_003
9012948,3954802,1,130,,,,,1,0,1,10/31/2015,10/31/2015,,,,,,,,0.45,2.02E+13,1,1125,4 weeks ago,t,8,16,24,72,f,f,CP_003
7965184,37164701,4,135,875,3450,,,1,0,5,10/31/2015,12/30/2015,67,7,7,7,7,7,7,2.27,2.02E+13,1,1125,6 weeks ago,t,30,60,90,365,f,f,CP_003
8427227,15942582,5,115,,,150,45,2,10,5,10/31/2015,12/31/2015,90,9,10,9,9,10,9,2.27,2.02E+13,1,90,yesterday,t,20,50,79,79,f,f,CP_002
7699495,7785901,3,105,800,2800,,60,2,20,6,10/31/2015,1/1/2016,100,10,10,10,10,10,10,2.73,2.02E+13,3,1125,today,t,26,52,74,74,f,f,CP_003
8902887,2074144,1,90,550,,,25,1,0,6,10/31/2015,1/1/2016,97,10,10,10,10,9,10,2.73,2.02E+13,1,1125,2 days ago,t,12,42,72,268,f,f,CP_003
8106277,24916371,3,135,,3650,200,45,4,50,1,10/31/2015,10/31/2015,100,10,10,10,10,10,10,0.45,2.02E+13,1,1125,2 weeks ago,t,30,60,90,365,f,f,CP_001
8868833,46422666,1,95,595,,,25,2,0,4,10/31/2015,11/20/2015,100,10,10,10,10,10,10,1.82,2.02E+13,2,1125,3 weeks ago,t,19,49,79,168,f,f,CP_003
8501721,44767474,1,100,500,1500,,,1,0,1,10/31/2015,10/31/2015,100,10,10,10,10,10,10,0.45,2.02E+13,3,1125,3 months ago,t,30,60,90,365,f,f,CP_003
8342429,43220022,1,99,623,,99,10,1,0,8,11/1/2015,12/30/2015,100,10,9,10,10,10,10,3.69,2.02E+13,2,1125,4 weeks ago,t,7,21,21,87,f,f,CP_003
9075656,47332984,1,49,,,,,1,7,10,11/1/2015,1/2/2016,100,10,10,10,10,10,10,4.62,2.02E+13,1,1125,4 days ago,t,20,50,80,355,f,f,CP_001
8508341,18988566,2,150,,,250,100,4,10,1,11/1/2015,11/1/2015,80,8,10,10,10,10,8,0.46,2.02E+13,1,1125,3 weeks ago,t,22,50,80,355,f,f,CP_002
8955477,24272378,1,115,,,,,2,5,2,11/1/2015,11/2/2015,100,10,10,10,10,10,10,0.92,2.02E+13,1,2,5 weeks ago,t,0,4,33,33,f,f,CP_003
9094836,47418921,1,150,1000,4000,200,40,1,0,1,11/1/2015,11/1/2015,100,10,10,10,10,10,10,0.46,2.02E+13,1,1125,2 months ago,t,30,60,90,365,f,f,CP_001
8227710,658155,13,400,,,500,250,1,0,2,11/1/2015,11/6/2015,90,9,7,9,9,9,9,0.92,2.02E+13,3,1125,today,t,27,53,79,304,f,f,CP_002
7843145,41322124,1,125,1000,3000,200,,0,0,5,11/1/2015,12/20/2015,96,10,9,10,10,9,9,2.31,2.02E+13,2,1125,a week ago,t,0,26,56,331,f,f,CP_002
8812578,1551432,2,150,625,2415,200,60,1,0,1,11/2/2015,11/2/2015,100,10,10,10,10,10,10,0.47,2.02E+13,1,1125,2 months ago,t,0,0,0,247,f,f,CP_003
8409941,26967583,21,34,,,500,10,1,10,12,11/2/2015,12/24/2015,96,10,10,10,10,10,9,5.63,2.02E+13,1,1125,3 days ago,t,16,44,73,73,f,f,CP_002
8704931,37525888,1,91,600,2200,,30,1,0,5,11/2/2015,1/1/2016,100,10,10,10,10,10,10,2.34,2.02E+13,1,1125,4 weeks ago,t,25,55,85,170,f,f,CP_003
8934054,41379323,7,75,495,1995,95,40,2,25,4,11/3/2015,12/20/2015,60,6,5,6,5,8,6,1.9,2.02E+13,1,1125,7 weeks ago,t,22,52,82,357,f,f,CP_002
9210978,43014741,1,200,,,,100,1,0,1,11/4/2015,11/4/2015,100,10,10,10,10,10,10,0.48,2.02E+13,1,1125,2 months ago,t,0,0,0,37,f,f,CP_003
8939687,26967583,21,45,,,500,10,1,15,8,11/4/2015,12/9/2015,83,9,9,10,10,9,9,3.87,2.02E+13,1,1125,3 days ago,t,15,35,63,338,f,f,CP_002
8765219,24046804,1,200,833,2940,100,50,1,0,2,11/5/2015,12/1/2015,100,10,10,10,10,10,10,0.98,2.02E+13,2,1125,3 days ago,t,30,60,87,360,f,f,CP_003
9216874,28723135,1,145,,,,60,4,60,2,11/5/2015,12/1/2015,100,10,10,10,10,10,10,0.98,2.02E+13,2,1125,today,t,0,0,0,48,f,f,CP_002
9075558,7237936,1,34,,,,,2,0,6,11/5/2015,12/4/2015,57,6,5,8,9,8,7,2.95,2.02E+13,1,1125,5 days ago,t,11,26,55,55,f,f,CP_001
8943821,11274242,1,48,,,,12,1,10,2,11/5/2015,11/7/2015,100,10,10,10,10,10,10,0.98,2.02E+13,2,1125,2 months ago,t,0,0,0,53,f,f,CP_001
9201292,8534462,48,219,,,300,60,2,20,2,11/7/2015,11/9/2015,90,10,10,10,10,10,8,1.02,2.02E+13,2,1125,yesterday,t,25,55,85,146,t,t,CP_002
8617171,15981902,1,98,800,2400,,,1,0,4,11/7/2015,12/12/2015,100,10,10,10,10,10,10,2.03,2.02E+13,2,1125,yesterday,t,15,40,65,65,f,f,CP_003
7638263,39401590,1,50,,,,25,1,15,3,11/7/2015,11/29/2015,100,10,9,10,10,10,10,1.53,2.02E+13,1,1125,2 weeks ago,t,16,46,76,351,f,f,CP_003
9156273,19994652,1,40,,,,,1,7,6,11/7/2015,12/1/2015,93,10,9,10,10,9,9,3.05,2.02E+13,1,1125,6 weeks ago,t,30,60,90,365,f,f,CP_003
8306581,43795299,1,140,945,3402,200,101,4,40,1,11/7/2015,11/7/2015,100,10,10,10,10,10,10,0.51,2.02E+13,2,180,3 days ago,t,24,28,28,132,f,f,CP_002
9217150,33931765,1,74,,,,20,2,30,3,11/8/2015,11/29/2015,100,10,10,10,10,10,10,1.55,2.02E+13,1,1125,today,t,8,24,50,321,f,f,CP_001
8171726,43124221,1,306,,,250,108,6,40,1,11/8/2015,11/8/2015,80,10,10,10,10,10,10,0.52,2.02E+13,1,180,4 months ago,t,0,0,0,0,f,f,CP_002
8294379,21022292,1,55,,,,,1,0,4,11/8/2015,12/14/2015,100,10,10,10,10,10,10,2.07,2.02E+13,1,1125,yesterday,t,17,47,76,76,f,f,CP_003
9024838,8534462,48,300,1500,6000,300,80,4,20,4,11/8/2015,12/12/2015,95,10,10,10,10,10,10,2.07,2.02E+13,2,1125,today,t,27,57,87,148,t,t,CP_002
9138923,21149225,1,85,,,,,1,0,9,11/8/2015,12/24/2015,100,10,10,10,10,10,10,4.66,2.02E+13,2,1125,2 weeks ago,t,24,51,81,352,f,f,CP_001
9068419,32377507,2,85,550,2200,250,60,1,0,6,11/8/2015,1/2/2016,97,10,10,10,10,9,9,3.1,2.02E+13,1,1125,2 days ago,t,9,32,57,332,f,f,CP_002
8968494,6979871,2,50,300,1000,,,1,0,2,11/8/2015,11/28/2015,100,10,10,10,10,10,10,1.03,2.02E+13,1,1125,5 weeks ago,t,0,0,0,52,f,f,CP_003
8088447,5992456,1,103,,,,,1,0,1,11/9/2015,11/9/2015,100,10,10,10,10,10,10,0.53,2.02E+13,1,1125,2 months ago,t,0,0,0,93,f,f,CP_003
5286781,9838821,1,100,500,1780,,,1,0,1,11/9/2015,11/9/2015,100,10,10,10,10,10,10,0.53,2.02E+13,1,8,5 weeks ago,t,27,57,86,86,f,f,CP_003
8939736,26967583,21,43,,,500,10,1,15,9,11/9/2015,12/23/2015,96,10,10,10,9,10,10,4.74,2.02E+13,1,1125,3 days ago,t,1,21,49,324,f,f,CP_002
9151374,37164701,4,105,,,,,1,0,3,11/9/2015,11/26/2015,40,4,6,8,2,8,4,1.58,2.02E+13,3,1125,4 weeks ago,t,0,27,57,332,f,f,CP_003
7647221,1340738,1,115,425,2000,100,20,4,20,3,11/9/2015,12/6/2015,93,9,9,10,10,9,9,1.58,2.02E+13,2,1125,2 weeks ago,t,0,0,7,273,f,f,CP_001
8605841,34321359,2,74,500,1900,,45,2,15,2,11/9/2015,12/8/2015,70,10,10,10,10,10,10,1.05,2.02E+13,2,1125,3 weeks ago,t,7,7,9,284,f,f,CP_001
8919372,21935332,1,110,655,2310,200,65,2,25,5,11/9/2015,1/2/2016,92,9,10,9,9,10,9,2.63,2.02E+13,2,1125,today,t,12,12,12,167,f,f,CP_002
9061048,47266156,1,103,,,,,1,0,1,11/9/2015,11/9/2015,80,10,10,10,10,10,10,0.53,2.02E+13,1,7,4 days ago,t,0,0,0,124,f,f,CP_003
7969698,15312585,2,97,600,2200,,15,4,15,1,11/9/2015,11/9/2015,,,,,,,,0.53,2.02E+13,1,1125,2 days ago,t,4,21,51,110,f,f,CP_001
4187961,10594158,1,88,550,1800,180,45,2,15,5,11/9/2015,12/1/2015,100,10,10,10,10,10,10,2.63,2.02E+13,1,1125,2 weeks ago,t,30,58,88,362,f,f,CP_003
8051134,42518664,1,67,,,,25,2,15,7,11/9/2015,12/16/2015,100,10,10,10,10,10,10,3.68,2.02E+13,2,1125,4 weeks ago,t,30,54,84,359,f,f,CP_002
7651653,9423731,2,105,,2500,750,100,1,0,1,11/10/2015,11/10/2015,100,10,10,10,10,10,10,0.54,2.02E+13,21,1125,4 weeks ago,t,1,1,1,131,f,f,CP_002
9217446,47593725,2,35,,,95,15,1,15,4,11/10/2015,12/18/2015,100,10,10,10,10,10,10,2.14,2.02E+13,1,4,5 weeks ago,t,5,30,59,59,f,f,CP_003
7007118,14098675,1,100,450,1500,,,4,20,10,11/10/2015,12/30/2015,92,10,10,10,10,9,10,5.36,2.02E+13,1,28,a week ago,t,3,33,63,338,f,f,CP_002
9311687,48334442,1,68,,,,20,1,0,9,11/11/2015,12/27/2015,87,9,10,9,9,10,9,4.91,2.02E+13,1,1125,a week ago,t,14,39,61,331,f,f,CP_002
9327585,42537846,17,69,450,1700,95,25,1,0,10,11/11/2015,12/19/2015,90,8,10,9,9,10,9,5.45,2.02E+13,1,1125,3 weeks ago,t,17,31,59,334,f,f,CP_001
9294683,15787538,2,157,,,,,2,40,14,11/12/2015,12/31/2015,99,10,10,10,10,10,10,7.78,2.02E+13,1,29,today,t,13,36,61,77,f,f,CP_001
8311242,11610447,1,117,869,3066,,30,2,20,7,11/12/2015,12/30/2015,97,10,10,9,10,10,9,3.89,2.02E+13,2,1125,3 weeks ago,t,14,39,64,75,f,f,CP_001
9374365,6407320,4,35,,,100,7,2,10,7,11/13/2015,12/30/2015,97,10,10,10,10,10,10,3.96,2.02E+13,1,1125,2 weeks ago,t,12,23,51,326,f,f,CP_002
3691288,18791339,1,163,,,200,85,4,25,5,11/13/2015,12/30/2015,100,10,10,10,10,10,10,2.83,2.02E+13,2,1125,2 days ago,t,14,44,51,288,f,f,CP_002
7500976,26736911,1,115,550,2200,500,80,4,30,1,11/14/2015,11/14/2015,100,10,10,10,10,10,10,0.58,2.02E+13,3,1125,2 weeks ago,t,0,0,0,247,f,f,CP_002
9138600,3792761,5,165,,,150,65,2,0,4,11/14/2015,12/13/2015,95,10,10,10,10,10,9,2.31,2.02E+13,2,1125,a week ago,t,28,58,88,351,f,f,CP_001
9016362,46325167,1,81,,,,,1,0,3,11/14/2015,12/4/2015,93,9,9,10,10,10,9,1.73,2.02E+13,1,1125,3 days ago,t,27,57,87,362,f,f,CP_003
8941768,3022709,2,130,700,2200,,,2,0,1,11/15/2015,11/15/2015,100,10,10,10,10,10,10,0.59,2.02E+13,1,1125,yesterday,t,13,43,73,348,f,f,CP_003
9154294,34665595,1,99,800,2900,100,,1,0,3,11/15/2015,12/6/2015,100,10,10,10,10,9,10,1.76,2.02E+13,2,1125,4 days ago,t,25,50,80,351,f,f,CP_001
9316399,27711842,1,40,,,,5,1,0,4,11/15/2015,12/1/2015,90,10,8,10,10,10,9,2.35,2.02E+13,1,1,5 weeks ago,t,30,60,89,89,f,f,CP_003
8103432,2405911,1,140,700,2500,,50,4,35,1,11/15/2015,11/15/2015,,,,,,,,0.59,2.02E+13,2,1125,a week ago,t,30,60,90,365,f,f,CP_002
9098494,3712110,1,150,,,300,65,4,25,5,11/15/2015,12/26/2015,80,9,9,9,9,10,10,2.94,2.02E+13,2,1125,4 days ago,t,4,4,4,6,f,f,CP_002
8555304,2373847,2,85,575,1400,,10,1,0,1,11/15/2015,11/15/2015,80,10,6,10,10,10,10,0.59,2.02E+13,1,1125,3 weeks ago,t,18,48,78,353,t,t,CP_003
9030929,10421063,1,35,226,,,,1,0,6,11/15/2015,12/31/2015,97,10,10,10,10,10,10,3.53,2.02E+13,1,1125,2 days ago,t,10,17,38,38,f,f,CP_003
8953255,46795487,1,125,950,3500,500,20,4,10,1,11/15/2015,11/15/2015,100,10,10,10,10,10,8,0.59,2.02E+13,1,1125,5 weeks ago,t,0,3,33,308,f,f,CP_003
9238818,50893,10,102,685,2600,1500,199,1,0,2,11/15/2015,12/19/2015,80,10,10,10,10,8,9,1.18,2.02E+13,3,1125,a week ago,t,30,60,90,365,t,t,CP_002
8081658,11299221,4,150,1100,4000,300,85,1,0,1,11/15/2015,11/15/2015,100,10,10,10,10,10,10,0.59,2.02E+13,5,180,today,t,30,60,90,365,f,f,CP_002
6576006,27339584,2,50,325,,,,0,10,12,11/16/2015,12/25/2015,98,10,10,10,10,10,10,7.2,2.02E+13,1,10,yesterday,t,8,30,50,303,f,f,CP_003
9373607,16820220,1,41,,,,10,1,10,6,11/16/2015,12/17/2015,100,10,10,10,10,10,10,3.6,2.02E+13,1,6,3 days ago,t,20,50,79,79,f,f,CP_003
9256702,48088339,1,90,,,250,40,1,0,3,11/16/2015,12/21/2015,100,10,10,10,10,10,10,1.8,2.02E+13,2,1125,5 days ago,t,12,36,66,341,f,f,CP_002
9330174,6601753,1,100,,,,,1,0,3,11/16/2015,12/15/2015,100,10,10,10,10,10,10,1.8,2.02E+13,2,10,3 weeks ago,t,8,14,14,14,f,f,CP_003
9374358,48638331,1,95,,,,,0,0,6,11/16/2015,12/23/2015,100,10,10,10,10,10,10,3.6,2.02E+13,2,7,2 weeks ago,t,20,43,64,333,f,f,CP_002
7954781,41935728,1,100,,,,25,1,0,1,11/16/2015,11/16/2015,100,10,10,10,10,10,10,0.6,2.02E+13,1,1125,2 months ago,t,0,0,0,66,f,f,CP_003
9318440,8534462,48,200,,,300,110,4,30,2,11/16/2015,11/28/2015,100,9,10,10,10,10,9,1.2,2.02E+13,2,1125,today,t,18,48,78,328,t,t,CP_002
8391954,14589190,1,200,,,,90,1,0,3,11/16/2015,11/29/2015,80,9,8,10,10,9,8,1.8,2.02E+13,2,1125,4 weeks ago,t,0,6,7,16,f,f,CP_003
9011350,42537846,17,69,450,1700,95,25,1,0,2,11/16/2015,11/17/2015,100,9,10,10,10,10,9,1.2,2.02E+13,1,1125,2 weeks ago,t,0,19,39,314,f,f,CP_001
8755762,45917623,1,96,,,250,10,1,0,15,11/16/2015,1/2/2016,92,9,8,10,10,10,9,9,2.02E+13,1,1125,a week ago,t,9,28,58,330,f,f,CP_003
9233533,469819,1,95,,,,25,2,15,3,11/16/2015,11/28/2015,100,10,10,10,10,9,10,1.8,2.02E+13,1,1125,6 weeks ago,t,25,55,85,360,f,f,CP_003
8387068,34779932,4,139,750,2600,250,100,2,15,1,11/16/2015,11/16/2015,100,10,10,10,10,10,10,0.6,2.02E+13,3,180,2 weeks ago,t,2,28,52,295,f,f,CP_002
9262389,11853720,1,78,,,,,1,0,8,11/16/2015,12/20/2015,100,10,10,10,10,10,10,4.8,2.02E+13,1,7,today,t,2,16,37,37,f,f,CP_003
9157232,724729,4,50,250,950,,,1,0,1,11/17/2015,11/17/2015,80,8,8,8,10,6,8,0.61,2.02E+13,5,1125,3 weeks ago,t,30,60,90,365,f,f,CP_003
8976178,20380795,1,89,,,100,50,2,0,5,11/17/2015,11/29/2015,96,10,9,10,10,10,10,3.06,2.02E+13,1,1125,a week ago,t,29,57,87,362,f,f,CP_001
9137899,47588576,1,100,400,,200,25,2,25,2,11/18/2015,12/1/2015,100,10,10,10,10,10,10,1.25,2.02E+13,3,1125,yesterday,t,2,6,6,48,f,f,CP_002
8666707,45189332,1,75,,2300,250,60,1,0,1,11/19/2015,11/19/2015,100,10,10,10,10,10,10,0.64,2.02E+13,3,1125,5 weeks ago,t,0,0,0,92,f,f,CP_001
9411935,10944157,1,29,200,,,,1,15,2,11/19/2015,12/16/2015,80,9,8,8,9,9,9,1.28,2.02E+13,1,1125,today,t,25,36,36,311,f,f,CP_001
8923774,11984004,1,80,500,1700,250,80,2,10,4,11/19/2015,12/17/2015,100,10,10,10,10,10,10,2.55,2.02E+13,1,1125,a week ago,t,3,3,3,251,f,f,CP_001
8559462,3819432,1,86,,,250,83,4,25,1,11/19/2015,11/19/2015,100,10,10,10,10,10,10,0.64,2.02E+13,2,180,3 days ago,t,30,60,90,342,f,f,CP_001
9154462,32932119,2,90,,,300,60,1,0,1,11/19/2015,11/19/2015,100,10,8,10,10,10,10,0.64,2.02E+13,1,1125,2 weeks ago,t,0,5,5,20,f,f,CP_001
9282409,560743,1,85,450,,,,1,0,2,11/20/2015,12/12/2015,100,10,10,10,10,10,10,1.3,2.02E+13,2,1125,7 weeks ago,t,0,0,0,247,f,f,CP_001
1179538,6407320,4,80,,,200,15,4,10,2,11/20/2015,12/1/2015,100,10,10,10,10,8,8,1.3,2.02E+13,1,1125,2 weeks ago,t,12,23,51,326,f,f,CP_002
9167786,956883,3,50,,,,10,1,10,1,11/20/2015,11/20/2015,80,8,10,10,10,10,8,0.65,2.02E+13,1,1125,6 weeks ago,t,28,58,88,363,f,f,CP_003
8327124,658155,13,350,,,500,250,1,0,1,11/20/2015,11/20/2015,100,10,10,10,10,10,10,0.65,2.02E+13,3,1125,today,t,20,43,73,331,f,f,CP_002
8811781,4962900,169,127,,,,109,1,0,3,11/20/2015,12/20/2015,100,10,10,9,10,10,10,1.96,2.02E+13,2,1125,2 weeks ago,t,20,50,80,350,f,f,CP_002
9318524,8534462,48,109,,,300,60,2,20,1,11/20/2015,11/20/2015,100,10,10,10,10,10,10,0.65,2.02E+13,2,1125,today,t,3,33,63,125,t,t,CP_002
9394508,2911360,11,75,490,1495,100,60,1,15,1,11/21/2015,11/21/2015,100,10,10,10,10,10,8,0.67,2.02E+13,1,1125,3 weeks ago,t,17,47,77,352,f,f,CP_001
4661374,23423764,1,79,600,1650,,60,2,30,2,11/21/2015,12/16/2015,100,10,10,10,10,10,10,1.33,2.02E+13,2,1125,2 weeks ago,t,0,0,0,178,f,f,CP_001
8926060,12197959,3,69,449,1499,300,24,1,25,2,11/21/2015,12/31/2015,100,10,10,10,10,10,10,1.33,2.02E+13,1,1125,2 weeks ago,t,15,45,75,350,f,f,CP_002
7455706,21129876,1,70,,,,5,3,10,4,11/21/2015,12/10/2015,85,9,9,10,10,10,9,2.67,2.02E+13,1,14,4 weeks ago,t,21,51,81,355,f,f,CP_003
8799588,6034195,1,39,202,825,,,1,0,1,11/21/2015,11/21/2015,100,10,10,10,10,8,10,0.67,2.02E+13,1,1125,1 week ago,t,26,56,86,361,f,f,CP_003
8783900,46041428,1,155,930,4030,500,100,7,0,1,11/22/2015,11/22/2015,100,10,10,10,10,10,10,0.68,2.02E+13,3,180,7 weeks ago,t,30,60,62,106,f,f,CP_002
9186256,22764472,6,159,900,2900,,95,5,20,1,11/22/2015,11/22/2015,80,10,8,10,10,8,10,0.68,2.02E+13,1,1125,3 days ago,t,30,60,90,365,f,f,CP_001
9394485,37479633,1,119,,2600,99,35,4,30,2,11/22/2015,11/28/2015,100,,10,,10,,,1.36,2.02E+13,1,1125,5 days ago,t,30,41,58,150,f,f,CP_001
